transaction_id,description,amount,category
TXN789504,sbi card payment payment #3547,2592.15,Financial Services
TXN155432,myntra payment #5380,1925.06,Shopping
TXN811160,housejoy payment #5081,3552.14,Others
TXN560282,spencer’s retail payment #3999,3548.59,Groceries
TXN548544,water tax payment #5519,2536.03,Utilities
TXN420509,adobe creative cloud payment #2424,1560.68,Bills & Subscriptions
TXN180418,healthspring payment #2302,4233.97,Health & Fitness
TXN188693,indianoil payment #1940,867.31,Fuel
TXN544579,goibibo payment #1175,4651.47,Travel & Transport
TXN602955,local technician payment #3235,4665.59,Others
TXN971783,hotstar payment #4115,2057.08,Entertainment
TXN356089,hdfc loan emi payment #6653,3527.83,Financial Services
TXN817307,parking charges payment #9652,4995.88,Others
TXN807287,bigbasket payment #3761,3056.5,Groceries
TXN980184,adobe creative cloud payment #7013,915.33,Bills & Subscriptions
TXN543256,tanishq payment #1834,1798.79,Shopping
TXN454375,zee5 subscription payment #2855,893.9,Entertainment
TXN404154,urban company payment #2931,4167.05,Others
TXN102342,makemytrip payment #4490,1503.05,Travel & Transport
TXN774206,local technician payment #5994,1998.43,Others
TXN160289,youtube premium payment #8999,4680.3,Bills & Subscriptions
TXN412843,airtel recharge payment #6382,3096.87,Utilities
TXN521598,bsnl bill payment #4050,75.51,Utilities
TXN307140,airtel recharge payment #9061,551.62,Utilities
TXN530670,chayos payment #3518,2595.88,Food & Dining
TXN337078,subway payment #5098,84.21,Food & Dining
TXN549148,zee5 subscription payment #6971,1902.83,Entertainment
TXN559876,tanishq payment #2780,4067.14,Shopping
TXN470920,parking charges payment #3291,2224.82,Others
TXN216041,apollo pharmacy payment #4251,1828.22,Health & Fitness
TXN541508,bharatpetrol payment #7464,249.27,Fuel
TXN602577,airtel recharge payment #4260,843.55,Utilities
TXN676846,housejoy payment #9012,638.02,Others
TXN626236,spotify payment #7551,1658.19,Entertainment
TXN931219,cult fit payment #2767,593.18,Health & Fitness
TXN114311,phonepe upi payment #9192,819.93,Financial Services
TXN550536,urban company payment #6605,307.6,Others
TXN395932,bigbasket payment #5742,2199.93,Groceries
TXN747614,hotstar payment #5059,3816.45,Entertainment
TXN394795,pantaloons payment #5087,2580.64,Shopping
TXN798698,barbeque nation payment #5052,4971.57,Food & Dining
TXN835203,medplus payment #2688,2395.77,Health & Fitness
TXN340526,apple music payment #3436,983.91,Bills & Subscriptions
TXN301512,kfc payment #5486,2036.35,Food & Dining
TXN195352,croma payment #4270,137.42,Shopping
TXN834169,icici atm payment #6020,2066.12,Financial Services
TXN602472,urban company payment #7980,1147.79,Others
TXN419071,bank service charge payment #1846,2164.01,Financial Services
TXN846151,barbeque nation payment #6751,1849.7,Food & Dining
TXN290580,medplus payment #1779,1633.21,Health & Fitness
TXN322274,imps transfer payment #6269,308.05,Financial Services
TXN551839,makemytrip payment #2650,1436.79,Travel & Transport
TXN450520,meesho payment #6956,4744.22,Shopping
TXN816137,ola payment #1223,529.59,Travel & Transport
TXN879020,apple music payment #6920,1689.5,Bills & Subscriptions
TXN320235,nature's basket payment #5521,1229.35,Groceries
TXN236823,spencer’s retail payment #2742,481.79,Groceries
TXN715054,donation payment payment #1672,3029.08,Others
TXN203428,parking charges payment #8303,992.65,Others
TXN860585,paradise biryani payment #5939,3114.1,Food & Dining
TXN145939,bookmyshow payment #3517,2691.11,Entertainment
TXN896241,ajio payment #5137,2120.15,Shopping
TXN760460,canva pro payment #8347,4479.82,Bills & Subscriptions
TXN649205,burger king payment #7864,385.16,Food & Dining
TXN830549,youtube premium payment #5491,876.33,Bills & Subscriptions
TXN932978,meesho payment #1996,274.95,Shopping
TXN817953,essar petrol payment #9110,4081.94,Fuel
TXN502810,google one payment #9344,869.32,Bills & Subscriptions
TXN316976,notion subscription payment #5448,2034.2,Bills & Subscriptions
TXN720875,amazon payment #4568,842.02,Shopping
TXN371407,bank service charge payment #9602,2304.43,Financial Services
TXN678972,airindia payment #5399,1517.0,Travel & Transport
TXN349788,starbucks payment #9741,1158.45,Food & Dining
TXN239430,uber payment #5550,3216.1,Travel & Transport
TXN963408,uber payment #5079,3229.94,Travel & Transport
TXN763416,reliance petrol pump payment #6692,625.11,Fuel
TXN376864,nature's basket payment #9999,1656.58,Groceries
TXN440404,croma payment #5831,4496.76,Shopping
TXN329931,reimbursement payment #6824,4088.81,Financial Services
TXN663492,irctc payment #1256,1317.14,Travel & Transport
TXN857703,parking charges payment #2743,3902.02,Others
TXN956526,pharmeasy payment #4377,4356.63,Health & Fitness
TXN709918,bookmyshow payment #4341,1655.1,Entertainment
TXN263201,parking charges payment #7479,4298.2,Others
TXN486547,bookmyshow payment #8109,3662.57,Entertainment
TXN581705,nykaa payment #3973,513.77,Shopping
TXN864915,myntra payment #9036,984.86,Shopping
TXN270832,lifestyle payment #6081,1446.12,Shopping
TXN172827,croma payment #4077,3452.47,Shopping
TXN776456,flipkart payment #8455,2160.66,Shopping
TXN862067,1mg payment #3249,3635.32,Health & Fitness
TXN121722,salary credit payment #7291,543.66,Financial Services
TXN238599,zomato payment #1716,3829.06,Food & Dining
TXN757860,ioc fuel station payment #3336,463.8,Fuel
TXN930116,bigbasket payment #1153,3972.38,Groceries
TXN994141,paradise biryani payment #6544,3693.85,Food & Dining
TXN955076,kritunga payment #8279,739.19,Food & Dining
TXN355652,meesho payment #3531,1692.19,Shopping
TXN229054,atm fee payment #9906,3475.6,Financial Services
TXN207548,neft transfer payment #5861,558.94,Financial Services
TXN125166,notion subscription payment #4675,752.08,Bills & Subscriptions
TXN787199,shell payment #6788,1957.65,Fuel
TXN820126,airindia payment #7303,4612.37,Travel & Transport
TXN335428,subway payment #2804,889.32,Food & Dining
TXN224099,faasos payment #6467,1818.67,Food & Dining
TXN286717,bsnl bill payment #3475,4483.15,Utilities
TXN257517,healthspring payment #7967,3018.08,Health & Fitness
TXN465308,donation payment payment #5702,1542.74,Others
TXN378293,barbeque nation payment #7047,4585.36,Food & Dining
TXN915565,zomato payment #3435,4315.48,Food & Dining
TXN568394,urban company payment #7399,1635.27,Others
TXN862008,hotstar payment #8003,610.16,Entertainment
TXN290706,irctc payment #3089,497.71,Travel & Transport
TXN604667,healthspring payment #7944,1630.61,Health & Fitness
TXN501798,healthspring payment #5028,734.2,Health & Fitness
TXN658339,talwalkars gym payment #9070,2716.8,Health & Fitness
TXN652542,adobe creative cloud payment #7911,1953.9,Bills & Subscriptions
TXN479279,more supermarket payment #4853,3530.31,Groceries
TXN480002,paytm upi payment #1281,4969.83,Financial Services
TXN162471,figma pro payment #2804,4790.2,Bills & Subscriptions
TXN409012,hathway broadband payment #3283,4251.32,Utilities
TXN354276,spotify payment #7898,4184.5,Entertainment
TXN222930,ioc fuel station payment #3257,1161.71,Fuel
TXN489739,croma payment #7958,3678.75,Shopping
TXN599988,bank a/c transfer payment #2208,3330.6,Financial Services
TXN248140,reliance fresh payment #6984,199.42,Groceries
TXN256989,chai point payment #7823,431.47,Food & Dining
TXN832497,nykaa payment #9641,3730.61,Shopping
TXN565540,makemytrip payment #6526,2087.04,Travel & Transport
TXN263459,donation payment payment #2822,115.39,Others
TXN627743,reimbursement payment #3843,208.99,Financial Services
TXN812930,amazon payment #7940,2012.13,Shopping
TXN420899,pvr cinemas payment #9222,4599.79,Entertainment
TXN196402,shell payment #5453,4660.68,Fuel
TXN879233,notion subscription payment #3050,4890.74,Bills & Subscriptions
TXN511346,shell payment #4586,3114.27,Fuel
TXN956223,pantaloons payment #2264,4881.14,Shopping
TXN967438,prime video payment #7637,1600.29,Entertainment
TXN778058,cult fit payment #7086,320.62,Health & Fitness
TXN181588,medplus payment #2710,1386.1,Health & Fitness
TXN270666,hathway broadband payment #5623,188.84,Utilities
TXN893270,google one payment #1179,373.33,Bills & Subscriptions
TXN352009,airindia payment #1530,2780.87,Travel & Transport
TXN691123,ola payment #1735,4884.48,Travel & Transport
TXN423595,netflix payment #2527,287.84,Entertainment
TXN624514,hdfc atm payment #7523,3770.81,Financial Services
TXN235808,bharatpetrol payment #6830,3771.62,Fuel
TXN205909,urbanclap payment #9250,1690.03,Others
TXN600121,apple music payment #7260,167.24,Bills & Subscriptions
TXN815520,bigbasket payment #3482,1486.09,Groceries
TXN853362,hotstar payment #2528,4431.76,Entertainment
TXN906172,hp petrol payment #3307,4047.01,Fuel
TXN905973,tanishq payment #9573,2605.69,Shopping
TXN404969,water tax payment #6554,3937.49,Utilities
TXN350725,tata play dth payment #7350,248.06,Utilities
TXN694438,reliance petrol pump payment #3496,3054.04,Fuel
TXN249550,nobroker services payment #1244,532.16,Others
TXN623147,goibibo payment #2428,4344.29,Travel & Transport
TXN269316,pizza hut payment #5843,1602.91,Food & Dining
TXN193563,barbeque nation payment #6789,2903.73,Food & Dining
TXN370473,starbucks payment #8548,3567.74,Food & Dining
TXN781880,pvr cinemas payment #8242,3827.57,Entertainment
TXN141515,flipkart payment #8999,4859.82,Shopping
TXN562241,act fibernet payment #3113,2034.65,Utilities
TXN630519,hathway broadband payment #7769,1899.73,Utilities
TXN750760,pvr cinemas payment #1699,4393.17,Entertainment
TXN833736,urbanclap payment #5011,3718.16,Others
TXN404779,youtube premium payment #2725,815.08,Bills & Subscriptions
TXN333886,cult fit payment #2195,2872.16,Health & Fitness
TXN588508,talwalkars gym payment #6716,3362.3,Health & Fitness
TXN867324,prime video payment #3953,590.14,Entertainment
TXN521024,ccd cafe payment #4268,3852.67,Food & Dining
TXN322964,bsnl bill payment #8967,1620.56,Utilities
TXN671559,hotstar payment #1627,1427.96,Entertainment
TXN435740,nykaa payment #4497,770.29,Shopping
TXN165431,bigbasket payment #7230,4939.66,Groceries
TXN156704,tata play dth payment #4496,4893.88,Utilities
TXN382956,ioc fuel station payment #7929,163.57,Fuel
TXN172623,ksrtc bus payment #3322,921.72,Travel & Transport
TXN540110,redbus payment #8396,454.46,Travel & Transport
TXN293020,adobe creative cloud payment #5250,3364.74,Bills & Subscriptions
TXN458633,rtgs transfer payment #8021,4480.04,Financial Services
TXN605020,irctc payment #7866,1033.1,Travel & Transport
TXN471921,spotify payment #8156,4829.67,Entertainment
TXN181588,spencer’s retail payment #4253,4123.93,Groceries
TXN796320,local technician payment #6304,3101.74,Others
TXN254650,airtel recharge payment #8514,795.01,Utilities
TXN375568,inox movies payment #7658,612.35,Entertainment
TXN765104,youtube premium payment #3059,4941.78,Bills & Subscriptions
TXN540586,hotstar payment #4074,230.61,Entertainment
TXN464994,apple music payment #4541,3024.67,Bills & Subscriptions
TXN488241,hp petrol payment #1235,4860.14,Fuel
TXN626474,airtel recharge payment #6029,1544.63,Utilities
TXN534166,subway payment #8471,3262.11,Food & Dining
TXN546535,healthspring payment #9887,1793.45,Health & Fitness
TXN581111,canva pro payment #3880,611.23,Bills & Subscriptions
TXN669128,healthspring payment #3664,925.63,Health & Fitness
TXN764909,fortis hospital payment #8167,1460.89,Health & Fitness
TXN191876,vistara airlines payment #2625,4692.61,Travel & Transport
TXN208711,mcdonalds payment #7738,3265.64,Food & Dining
TXN709467,hotstar payment #9247,3185.95,Entertainment
TXN322162,sbi card payment payment #7891,1485.03,Financial Services
TXN220063,ioc fuel station payment #7243,2300.42,Fuel
TXN467645,ioc fuel station payment #3038,2374.39,Fuel
TXN107974,zee5 subscription payment #7484,4544.57,Entertainment
TXN790677,jio fiber payment #5384,2562.43,Utilities
TXN806007,indigo payment #7794,4200.5,Travel & Transport
TXN134261,indianoil payment #7792,4505.93,Fuel
TXN981610,imps transfer payment #7134,809.21,Financial Services
TXN353578,canva pro payment #8045,1708.7,Bills & Subscriptions
TXN968797,notion subscription payment #7444,1003.67,Bills & Subscriptions
TXN863481,reversal charge payment #7396,2174.06,Financial Services
TXN266140,croma payment #9475,4525.65,Shopping
TXN628751,medplus payment #3069,542.91,Health & Fitness
TXN978012,ccd cafe payment #5263,4223.0,Food & Dining
TXN197784,apple music payment #4338,4746.07,Bills & Subscriptions
TXN129169,zomato payment #3507,2215.23,Food & Dining
TXN878399,dunzo payment #1414,2880.38,Groceries
TXN295617,nykaa payment #6867,3190.59,Shopping
TXN303244,essar petrol payment #5864,4494.65,Fuel
TXN907814,adobe creative cloud payment #7194,3645.25,Bills & Subscriptions
TXN250753,ksrtc bus payment #2359,306.16,Travel & Transport
TXN216320,urbanclap payment #2694,3210.01,Others
TXN374721,hotstar payment #5627,580.03,Entertainment
TXN979037,flipkart payment #6921,433.04,Shopping
TXN533843,shell payment #1359,548.33,Fuel
TXN320511,subway payment #2250,4798.13,Food & Dining
TXN764327,nobroker services payment #6137,1907.51,Others
TXN287356,spotify payment #1166,940.04,Entertainment
TXN222900,local technician payment #1515,3174.51,Others
TXN105258,hathway broadband payment #9953,2445.36,Utilities
TXN302212,tanishq payment #2992,3721.4,Shopping
TXN636603,bigbasket payment #9486,2702.97,Groceries
TXN327496,ajio payment #2880,4341.03,Shopping
TXN863094,sbi atm payment #2367,735.9,Financial Services
TXN196437,meesho payment #4264,1404.65,Shopping
TXN557244,act fibernet payment #9123,2361.87,Utilities
TXN281361,notion subscription payment #5097,4615.62,Bills & Subscriptions
TXN511907,essar petrol payment #5605,4237.88,Fuel
TXN857135,faasos payment #4372,869.98,Food & Dining
TXN725297,zee5 subscription payment #7942,4420.14,Entertainment
TXN550167,rapido payment #7275,3133.41,Travel & Transport
TXN571233,reliance petrol pump payment #2052,1796.93,Fuel
TXN715377,amazon payment #5146,4792.58,Shopping
TXN469364,pharmeasy payment #9691,3039.22,Health & Fitness
TXN550244,apollo pharmacy payment #6286,617.52,Health & Fitness
TXN788866,d mart payment #4525,1264.32,Shopping
TXN228244,hathway broadband payment #6151,767.95,Utilities
TXN324156,sbi atm payment #6388,3457.05,Financial Services
TXN504321,inox movies payment #2085,4498.78,Entertainment
TXN207919,vistara airlines payment #4562,1100.27,Travel & Transport
TXN701828,microsoft 365 payment #2225,3595.51,Bills & Subscriptions
TXN433219,nobroker services payment #8130,3426.55,Others
TXN622873,jio fiber payment #9092,1025.76,Utilities
TXN574779,amazonpay upi payment #3033,2135.12,Financial Services
TXN347906,decathlon payment #7272,1668.03,Shopping
TXN584202,bigbasket payment #1076,1460.93,Groceries
TXN138805,irctc payment #7599,4216.13,Travel & Transport
TXN172827,youtube premium payment #1266,1720.08,Bills & Subscriptions
TXN858386,hotstar payment #7800,4157.76,Entertainment
TXN519791,indigo payment #6665,1620.09,Travel & Transport
TXN742064,paradise biryani payment #9090,3884.34,Food & Dining
TXN617300,icici atm payment #8447,1527.3,Financial Services
TXN130710,urbanclap payment #2683,4223.22,Others
TXN210242,indianoil payment #3273,4136.01,Fuel
TXN300445,tata play dth payment #2442,1170.39,Utilities
TXN372302,airtel recharge payment #1860,4673.85,Utilities
TXN178687,bank a/c transfer payment #5985,287.62,Financial Services
TXN383023,rapido payment #7218,3455.21,Travel & Transport
TXN232423,myntra payment #2964,2938.09,Shopping
TXN767841,tneb payment payment #7771,3777.52,Utilities
TXN705956,hotstar payment #4940,2632.73,Entertainment
TXN910175,prime video payment #6274,4882.93,Entertainment
TXN845937,bookmyshow payment #5853,504.41,Entertainment
TXN791515,wow momo payment #4971,2814.65,Food & Dining
TXN178794,donation payment payment #2278,4286.52,Others
TXN590891,netflix payment #4541,1101.75,Entertainment
TXN318797,medplus payment #6577,2463.85,Health & Fitness
TXN842929,nature's basket payment #6108,3814.42,Groceries
TXN236378,spotify payment #2731,4246.64,Entertainment
TXN750618,bharatpetrol payment #8412,1958.6,Fuel
TXN171973,adobe creative cloud payment #4079,3911.1,Bills & Subscriptions
TXN705282,redbus payment #6032,862.77,Travel & Transport
TXN881216,urbanclap payment #2755,779.08,Others
TXN296114,chai point payment #8550,132.11,Food & Dining
TXN574628,uber payment #9698,2407.39,Travel & Transport
TXN471643,act fibernet payment #2377,635.71,Utilities
TXN551777,medplus payment #9227,795.57,Health & Fitness
TXN487743,canva pro payment #5466,313.13,Bills & Subscriptions
TXN303352,swiggy payment #7923,3260.68,Food & Dining
TXN655286,airindia payment #5520,2043.33,Travel & Transport
TXN814248,jiomart grocery payment #2788,2617.16,Groceries
TXN330246,reimbursement payment #2819,1282.27,Financial Services
TXN350365,swiggy payment #5361,4480.54,Food & Dining
TXN750348,paradise biryani payment #4710,550.11,Food & Dining
TXN869575,fortis hospital payment #4602,1994.78,Health & Fitness
TXN464519,makemytrip payment #4335,1068.24,Travel & Transport
TXN869531,housejoy payment #5718,3543.97,Others
TXN874992,bank a/c transfer payment #8811,966.14,Financial Services
TXN274740,airindia payment #2137,892.65,Travel & Transport
TXN113353,d mart payment #3323,4504.35,Shopping
TXN286138,nobroker services payment #1341,2168.22,Others
TXN722859,ola payment #1159,895.09,Travel & Transport
TXN359533,water tax payment #9000,2936.64,Utilities
TXN694822,hotstar payment #1284,273.62,Entertainment
TXN627587,housejoy payment #9606,4185.03,Others
TXN204849,westside payment #2538,775.59,Shopping
TXN672223,rapido payment #6747,2290.45,Travel & Transport
TXN581035,ksrtc bus payment #6968,2458.14,Travel & Transport
TXN642985,hdfc atm payment #6467,1540.61,Financial Services
TXN218238,parking charges payment #8935,4332.38,Others
TXN255084,ksrtc bus payment #1339,2620.58,Travel & Transport
TXN474545,medplus payment #3320,3313.87,Health & Fitness
TXN476879,netflix payment #8056,1259.62,Entertainment
TXN769760,essar petrol payment #7189,491.91,Fuel
TXN571093,barbeque nation payment #9927,4391.86,Food & Dining
TXN447283,apple music payment #6715,1363.28,Bills & Subscriptions
TXN424348,fortis hospital payment #5526,4729.07,Health & Fitness
TXN974692,indianoil payment #6624,2918.61,Fuel
TXN694188,dunzo payment #8455,2195.63,Groceries
TXN623162,act fibernet payment #1136,595.44,Utilities
TXN648600,urban company payment #3461,2358.27,Others
TXN418395,vistara airlines payment #3664,2812.8,Travel & Transport
TXN116349,pvr cinemas payment #5828,369.85,Entertainment
TXN155777,netflix payment #3022,1125.76,Entertainment
TXN792325,pvr cinemas payment #6771,75.2,Entertainment
TXN397025,neft transfer payment #6737,1294.6,Financial Services
TXN249573,apple music payment #5434,4770.74,Bills & Subscriptions
TXN404928,shell payment #2322,2946.86,Fuel
TXN360810,indianoil payment #6810,2392.23,Fuel
TXN202905,donation payment payment #7539,1961.89,Others
TXN691299,indigo payment #3839,3005.34,Travel & Transport
TXN816514,healthspring payment #3280,4031.68,Health & Fitness
TXN415686,bharatpetrol payment #4268,721.67,Fuel
TXN672344,ola payment #8555,1521.8,Travel & Transport
TXN200707,croma payment #8158,3922.91,Shopping
TXN628288,tanishq payment #6132,2237.41,Shopping
TXN548443,donation payment payment #6803,1819.92,Others
TXN129017,zee5 subscription payment #8557,4809.16,Entertainment
TXN192724,youtube premium payment #7896,4789.58,Bills & Subscriptions
TXN708512,decathlon payment #4975,4538.9,Shopping
TXN693047,canva pro payment #9900,680.01,Bills & Subscriptions
TXN232053,uber payment #7433,3788.91,Travel & Transport
TXN582576,apollo pharmacy payment #9487,2340.9,Health & Fitness
TXN449682,rtgs transfer payment #2753,320.73,Financial Services
TXN824139,dunzo payment #8888,4118.6,Groceries
TXN875278,airtel recharge payment #9369,651.14,Utilities
TXN243028,paytm upi payment #9115,2605.51,Financial Services
TXN415508,essar petrol payment #3535,3216.36,Fuel
TXN944750,housejoy payment #1105,3609.75,Others
TXN260455,bookmyshow payment #1000,617.81,Entertainment
TXN314217,dunzo payment #5050,2623.12,Groceries
TXN565374,subway payment #9287,172.05,Food & Dining
TXN524209,apollo pharmacy payment #5913,4633.92,Health & Fitness
TXN372914,spotify payment #9957,4110.34,Entertainment
TXN553355,jiomart grocery payment #3018,4303.6,Groceries
TXN958311,lifestyle payment #3321,157.21,Shopping
TXN310083,urban company payment #9956,895.34,Others
TXN717363,prime video payment #2638,1485.68,Entertainment
TXN504562,inox movies payment #7409,3355.11,Entertainment
TXN255363,pizza hut payment #7960,2113.64,Food & Dining
TXN111554,atm withdrawal payment #7380,2312.56,Financial Services
TXN144702,blinkit payment #8282,218.71,Groceries
TXN390354,tneb payment payment #8509,2366.14,Utilities
TXN321018,googlepay upi payment #9244,1820.85,Financial Services
TXN787781,tata play dth payment #3858,2589.57,Utilities
TXN581801,d mart payment #6558,3296.87,Shopping
TXN513064,meesho payment #5963,3935.56,Shopping
TXN735271,subway payment #8729,1913.79,Food & Dining
TXN913063,urban company payment #9306,2901.39,Others
TXN717456,local technician payment #6309,1333.17,Others
TXN170852,nature's basket payment #7615,2943.24,Groceries
TXN342959,imps transfer payment #3607,4267.55,Financial Services
TXN439381,dominos payment #8805,2522.2,Food & Dining
TXN210553,ioc fuel station payment #4876,4052.35,Fuel
TXN167496,pantaloons payment #7882,4467.74,Shopping
TXN987936,salary credit payment #1613,1289.9,Financial Services
TXN282522,pizza hut payment #1482,3828.59,Food & Dining
TXN239687,bsnl bill payment #7187,3508.69,Utilities
TXN364760,local technician payment #4206,2804.52,Others
TXN310965,prime video payment #4694,3410.3,Entertainment
TXN190196,croma payment #4150,4078.5,Shopping
TXN313426,bigbasket payment #2576,3164.12,Groceries
TXN912002,phonepe upi payment #6891,4471.79,Financial Services
TXN620277,1mg payment #9653,1736.52,Health & Fitness
TXN625179,ioc fuel station payment #8761,1077.0,Fuel
TXN940534,hathway broadband payment #3258,3111.47,Utilities
TXN174310,pizza hut payment #7162,2166.18,Food & Dining
TXN412713,dunzo payment #9474,679.6,Groceries
TXN730707,dominos payment #1843,2518.63,Food & Dining
TXN968376,canva pro payment #5749,161.59,Bills & Subscriptions
TXN265531,redbus payment #2113,3531.2,Travel & Transport
TXN994640,ola payment #4955,2695.4,Travel & Transport
TXN672461,microsoft 365 payment #1928,2026.14,Bills & Subscriptions
TXN784963,subway payment #5309,4687.79,Food & Dining
TXN310251,neft transfer payment #5274,1723.32,Financial Services
TXN956437,airtel recharge payment #9963,739.48,Utilities
TXN944797,airtel recharge payment #2194,1216.31,Utilities
TXN536459,bigbasket payment #2159,1761.94,Groceries
TXN235753,dunzo payment #8844,4443.22,Groceries
TXN632261,uber payment #9136,565.1,Travel & Transport
TXN418157,essar petrol payment #8824,1783.78,Fuel
TXN911192,indianoil payment #1431,4659.67,Fuel
TXN815067,reliance petrol pump payment #7215,3060.29,Fuel
TXN154673,donation payment payment #8899,139.57,Others
TXN835405,fortis hospital payment #8040,3492.43,Health & Fitness
TXN745559,cult fit payment #2933,622.14,Health & Fitness
TXN160736,hathway broadband payment #8152,1008.55,Utilities
TXN338158,hp petrol payment #1164,505.35,Fuel
TXN854793,apollo pharmacy payment #1244,4955.15,Health & Fitness
TXN232871,ioc fuel station payment #1928,331.57,Fuel
TXN466652,spotify payment #6146,1448.85,Entertainment
TXN735566,more supermarket payment #3125,4990.54,Groceries
TXN180088,talwalkars gym payment #2258,3305.03,Health & Fitness
TXN330987,goibibo payment #6848,1069.01,Travel & Transport
TXN785395,pvr cinemas payment #5795,4710.06,Entertainment
TXN831666,reliance petrol pump payment #6224,4470.24,Fuel
TXN839772,google one payment #7731,317.29,Bills & Subscriptions
TXN243792,jiomart grocery payment #4335,1434.93,Groceries
TXN228710,adobe creative cloud payment #4453,1559.45,Bills & Subscriptions
TXN832264,tneb payment payment #4851,227.54,Utilities
TXN623142,prime video payment #1348,4767.57,Entertainment
TXN415005,amazonpay upi payment #7294,1425.94,Financial Services
TXN619419,swiggy payment #7290,1431.51,Food & Dining
TXN335351,icici atm payment #1727,1954.08,Financial Services
TXN658358,shell payment #8062,962.91,Fuel
TXN900059,sbi card payment payment #9872,1560.48,Financial Services
TXN968386,airtel recharge payment #6508,4554.77,Utilities
TXN457506,vistara airlines payment #1448,1121.89,Travel & Transport
TXN946616,spencer’s retail payment #1935,4335.42,Groceries
TXN660737,paradise biryani payment #5709,1971.15,Food & Dining
TXN372735,zee5 subscription payment #9501,2884.38,Entertainment
TXN238278,croma payment #4903,2363.3,Shopping
TXN189691,amazonpay upi payment #5495,4007.97,Financial Services
TXN698823,ioc fuel station payment #6530,2736.88,Fuel
TXN381802,apollo pharmacy payment #6926,3096.96,Health & Fitness
TXN230344,housejoy payment #1202,3923.01,Others
TXN988765,vistara airlines payment #5333,3320.84,Travel & Transport
TXN109301,nykaa payment #8207,2340.49,Shopping
TXN768722,netflix payment #8867,4831.13,Entertainment
TXN389874,adobe creative cloud payment #2303,2072.62,Bills & Subscriptions
TXN288538,nature's basket payment #8216,4768.8,Groceries
TXN233402,indigo payment #9108,1334.73,Travel & Transport
TXN343974,essar petrol payment #1812,913.75,Fuel
TXN561697,swiggy payment #9302,962.06,Food & Dining
TXN163766,nature's basket payment #4734,257.68,Groceries
TXN666693,indigo payment #6789,129.78,Travel & Transport
TXN181242,salary credit payment #2788,1211.75,Financial Services
TXN348490,figma pro payment #2268,610.25,Bills & Subscriptions
TXN174861,bharatpetrol payment #7815,2873.31,Fuel
TXN125894,nobroker services payment #3344,4385.47,Others
TXN783648,hathway broadband payment #7686,1708.18,Utilities
TXN752126,water tax payment #5817,4715.27,Utilities
TXN257352,googlepay upi payment #5765,1873.09,Financial Services
TXN947285,bigbasket payment #4464,575.85,Groceries
TXN971080,hathway broadband payment #7206,4702.7,Utilities
TXN499601,bigbasket payment #3458,3302.44,Groceries
TXN692867,urbanclap payment #4679,4778.14,Others
TXN988767,notion subscription payment #2986,2717.89,Bills & Subscriptions
TXN645611,youtube premium payment #9592,3055.15,Bills & Subscriptions
TXN355882,inox movies payment #5801,1382.45,Entertainment
TXN342106,jio fiber payment #6930,4005.08,Utilities
TXN826739,inox movies payment #2890,3753.53,Entertainment
TXN479459,shell payment #7716,3677.35,Fuel
TXN479895,wow momo payment #2252,2824.26,Food & Dining
TXN924499,nobroker services payment #8355,3045.83,Others
TXN663731,medplus payment #3052,2868.24,Health & Fitness
TXN734960,ioc fuel station payment #3263,4550.87,Fuel
TXN185465,indigo payment #2932,1740.78,Travel & Transport
TXN703992,fortis hospital payment #3431,2549.88,Health & Fitness
TXN116265,bookmyshow payment #8439,4504.37,Entertainment
TXN878938,flipkart payment #8698,2122.2,Shopping
TXN125093,kfc payment #8068,4353.82,Food & Dining
TXN506967,flipkart payment #9672,705.27,Shopping
TXN846568,healthspring payment #4955,680.89,Health & Fitness
TXN720209,ola payment #6515,1717.2,Travel & Transport
TXN177335,dunzo payment #1741,4970.96,Groceries
TXN876677,water tax payment #8368,4557.84,Utilities
TXN869070,pharmeasy payment #3205,3800.42,Health & Fitness
TXN187859,pantaloons payment #9345,3841.48,Shopping
TXN806642,amazon payment #7060,2988.09,Shopping
TXN285306,nobroker services payment #8185,1927.9,Others
TXN343545,microsoft 365 payment #2587,4726.6,Bills & Subscriptions
TXN650705,makemytrip payment #9481,1738.53,Travel & Transport
TXN434053,spencer’s retail payment #7292,1462.02,Groceries
TXN551451,myntra payment #4451,257.58,Shopping
TXN204298,microsoft 365 payment #6150,2896.93,Bills & Subscriptions
TXN387150,act fibernet payment #5716,869.68,Utilities
TXN402491,prime video payment #3774,1156.99,Entertainment
TXN798806,vistara airlines payment #4795,3779.67,Travel & Transport
TXN891533,irctc payment #9334,525.08,Travel & Transport
TXN666052,amazon payment #1651,3012.04,Shopping
TXN487491,adobe creative cloud payment #1422,82.99,Bills & Subscriptions
TXN867651,bharatpetrol payment #7987,4711.94,Fuel
TXN214939,spotify payment #5832,4163.64,Entertainment
TXN375834,pizza hut payment #9081,4449.95,Food & Dining
TXN470903,kfc payment #2908,4965.73,Food & Dining
TXN264340,chai point payment #6359,3650.44,Food & Dining
TXN804728,canva pro payment #9402,1416.73,Bills & Subscriptions
TXN554429,behrouz biryani payment #1628,4466.75,Food & Dining
TXN765318,chayos payment #1583,1621.76,Food & Dining
TXN330906,urbanclap payment #7163,1267.27,Others
TXN608042,urban company payment #3481,1363.17,Others
TXN308218,pantaloons payment #3159,2508.8,Shopping
TXN103353,urbanclap payment #4509,4756.62,Others
