transaction_id,description,amount,category
TXN740939,freelancer payment payment #4955,4280.66,Others
TXN233606,disney plus hotstar payment #2902,2906.91,Bills & Subscriptions
TXN316174,bescom electricity payment #8798,3492.56,Utilities
TXN758537,1mg payment #9419,1049.69,Health & Fitness
TXN663723,tanishq payment #1535,1446.78,Shopping
TXN234097,orix cabs payment #1367,1293.98,Travel & Transport
TXN456349,urban company payment #8954,3668.12,Others
TXN718196,transfer payment #4005,3646.17,Others
TXN594668,society maintenance payment #8925,1944.96,Others
TXN470920,zee5 premium payment #8198,892.99,Bills & Subscriptions
111,yatra travels booking,1200.0,Travel & Transport
TXN790428,transfer payment #5560,3946.31,Others
TXN516760,yatra travels payment #5514,4959.81,Travel & Transport
TXN626930,tanishq payment #3616,2086.54,Shopping
TXN666847,debit card payment payment #2604,347.88,Financial Services
TXN813793,paradise biryani payment #7229,824.1,Food & Dining
60,indianoil fuel,48.5,Fuel
TXN359414,irctc payment #7387,1615.92,Travel & Transport
TXN528368,gold’s gym india payment #4102,2149.82,Health & Fitness
TXN170813,pantaloons payment #2195,181.78,Shopping
TXN808502,parking charges payment #9115,768.37,Others
TXN969414,urbanclap payment #6337,2894.79,Others
TXN811459,local technician payment #6810,1318.77,Others
TXN813145,brewberrys cafe payment #2215,2304.88,Food & Dining
TXN501058,meesho payment #7887,1934.86,Shopping
TXN978343,hpcl pump payment #6730,1786.82,Fuel
TXN157287,local technician payment #7966,2053.53,Others
TXN849666,orix cabs payment #7467,1324.49,Travel & Transport
TXN973128,jiomart grocery payment #3627,153.25,Groceries
TXN955015,faasos payment #9444,2051.3,Food & Dining
TXN499812,freelancer payment payment #5261,896.49,Others
TXN580115,bescom electricity payment #2075,1022.93,Utilities
267,loan foreclosure payment,20000.0,Financial Services
TXN330246,society maintenance payment #5078,4798.96,Others
TXN776149,wow momo payment #9920,4518.31,Food & Dining
TXN538555,decathlon payment #3316,2603.04,Shopping
TXN104942,bharatpetrol payment #6134,3209.04,Fuel
TXN586288,municipal water tax payment #1399,4884.46,Utilities
57,yatra flight ticket,4000.0,Travel & Transport
234,credit card swipe at electronics store,12499.0,Financial Services
TXN875795,pharmeasy payment #5979,2521.09,Health & Fitness
TXN949355,society maintenance payment #2576,1097.34,Others
TXN629554,bookmyshow payment #8760,1772.47,Entertainment
TXN860242,nykaa payment #4088,4693.31,Shopping
TXN297296,google one payment #6574,3728.85,Bills & Subscriptions
TXN600935,googlepay upi payment #1841,1337.14,Financial Services
TXN806033,h&m india payment #7108,685.06,Shopping
TXN630930,1mg payment #3627,3522.56,Health & Fitness
TXN963930,fortis hospital payment #4489,3337.95,Health & Fitness
273,rtgs transfer for property purchase,1500000.0,Financial Services
TXN883041,sbi card payment payment #5708,4987.39,Financial Services
TXN345196,irl events india payment #9737,4238.03,Entertainment
TXN378727,yatra travels payment #1955,4135.85,Travel & Transport
TXN799080,redbus payment #6905,4448.85,Travel & Transport
TXN618827,alt balaji payment #8918,3606.68,Entertainment
TXN605608,netflix payment #1985,4674.18,Entertainment
TXN174132,adani electricity payment #1022,4315.87,Utilities
TXN517035,decathlon payment #2037,3998.82,Shopping
257,salary advance credit,5000.0,Financial Services
TXN834781,coursera plus payment #4029,2086.12,Bills & Subscriptions
70,manipal hospitals consultation,700.0,Health & Fitness
TXN862400,chai sutta bar payment #5369,4025.63,Food & Dining
TXN350385,uber payment #6965,3902.48,Travel & Transport
TXN512433,nature's basket payment #9090,3100.37,Groceries
TXN911813,nature's basket payment #1513,4940.27,Groceries
TXN795612,atm fee payment #6409,3153.46,Financial Services
TXN549186,incentive payment payment #1672,1801.3,Financial Services
TXN640422,pvr cinemas payment #3476,4281.7,Entertainment
TXN897392,vodafone idea recharge payment #2318,4221.79,Utilities
TXN115440,uber payment #4814,541.97,Travel & Transport
255,upi payment at clothing store,1200.0,Financial Services
TXN126985,hpcl pump payment #8869,1078.41,Fuel
TXN336574,mcdonalds payment #3306,3795.34,Food & Dining
TXN777568,debit card payment payment #1887,3399.49,Financial Services
TXN388375,behrouz biryani payment #3430,421.84,Food & Dining
280,axis mobile app upi payment,950.0,Financial Services
TXN969812,spencer’s retail payment #8443,2815.36,Groceries
TXN421440,google one payment #3879,2679.73,Bills & Subscriptions
TXN821347,adobe creative cloud payment #9818,2601.89,Bills & Subscriptions
13,big bazaar groceries,580.25,Groceries
117,bses bill,1050.0,Utilities
TXN183057,blablacar payment #7199,1180.9,Travel & Transport
TXN487538,hotstar payment #7694,640.65,Entertainment
TXN207241,ola payment #9764,208.44,Travel & Transport
TXN127633,urbanclap payment #1351,4663.11,Others
TXN276578,disney plus hotstar payment #6047,131.46,Bills & Subscriptions
TXN416503,uber payment #9480,761.92,Travel & Transport
TXN929151,bank a/c transfer payment #7818,3070.96,Financial Services
TXN340044,sbi atm payment #5102,226.74,Financial Services
TXN878659,google one payment #2742,739.38,Bills & Subscriptions
TXN987938,municipal water tax payment #1121,2931.9,Utilities
TXN401602,wow momo payment #3399,1523.22,Food & Dining
TXN157474,municipal water tax payment #6500,3705.23,Utilities
TXN690525,makemytrip payment #8254,4833.67,Travel & Transport
TXN117062,jiomart grocery payment #1640,1753.21,Groceries
TXN146150,prime membership payment #3750,3647.66,Bills & Subscriptions
TXN436759,donation payment payment #1482,4625.4,Others
TXN878204,local technician payment #5687,1204.93,Others
TXN791252,unknown payment #5493,1872.3,Others
TXN611088,coursera plus payment #3518,2112.52,Bills & Subscriptions
TXN520040,reliance trends payment #3141,1070.85,Shopping
TXN569865,ioc fuel station payment #8277,4026.18,Fuel
TXN757685,brewberrys cafe payment #6295,4334.81,Food & Dining
TXN769952,tnstc bus service payment #2310,2393.49,Travel & Transport
TXN925622,incentive payment payment #5065,1407.35,Financial Services
170,prime video channel subscription,12.99,Entertainment
TXN907455,indigo payment #8046,4978.86,Travel & Transport
TXN561801,netflix payment #2887,797.77,Entertainment
TXN172187,vistara airlines payment #8429,3023.01,Travel & Transport
TXN201295,canva pro payment #2035,1180.78,Bills & Subscriptions
TXN172792,paytm upi payment #7528,1708.48,Financial Services
TXN414070,talwalkars gym payment #6563,916.47,Health & Fitness
TXN169966,pharmeasy payment #9078,4972.23,Health & Fitness
30,goibibo bus ticket,800.0,Travel & Transport
TXN349825,adobe creative cloud payment #9664,3063.1,Bills & Subscriptions
23,hotstar subscription,79.99,Bills & Subscriptions
TXN377198,abhibus payment #8989,1235.57,Travel & Transport
TXN438689,playstation store payment #1849,4283.91,Entertainment
TXN617927,more supermarket payment #4229,343.33,Groceries
TXN936039,hathway broadband payment #1194,1515.08,Utilities
TXN681478,brewberrys cafe payment #8873,4383.17,Food & Dining
TXN355528,municipal water tax payment #7773,1269.02,Utilities
TXN347231,swiggy payment #7495,2559.83,Food & Dining
TXN442722,icici atm payment #6363,1137.14,Financial Services
TXN926403,kfc payment #2264,1549.38,Food & Dining
TXN758592,bookmyshow payment #3587,1441.5,Entertainment
TXN897135,credit card pos payment #5530,3650.47,Financial Services
44,youtube premium,12.99,Entertainment
88,vlcc wellness products,200.0,Health & Fitness
TXN567315,indianoil payment #2879,3377.8,Fuel
TXN510373,spencer’s retail payment #4962,2823.12,Groceries
TXN556957,fortis hospital payment #3378,3283.73,Health & Fitness
TXN483629,kritunga payment #3165,3953.91,Food & Dining
TXN149405,card swipe payment #9085,545.46,Financial Services
TXN576467,tata play dth payment #7974,3153.92,Utilities
TXN615611,westside payment #9109,2104.76,Shopping
TXN633541,ajio payment #2889,1219.18,Shopping
TXN768357,misc payment payment #8364,1950.38,Others
TXN690016,hpcl pump payment #2641,4632.15,Fuel
TXN889359,atm withdrawal payment #3068,3225.56,Financial Services
TXN445356,zee5 premium payment #9984,2093.23,Bills & Subscriptions
TXN742865,abhibus payment #5413,2409.59,Travel & Transport
TXN857997,nykaa payment #6400,1579.53,Shopping
TXN137642,bank service charge payment #8994,4374.68,Financial Services
TXN830322,netflix payment #3843,2124.5,Entertainment
TXN836720,canva pro payment #1119,3599.38,Bills & Subscriptions
TXN797298,irl events india payment #7799,1867.15,Entertainment
TXN432799,zee5 subscription payment #1394,4312.28,Entertainment
TXN850534,disney plus hotstar payment #2465,616.8,Bills & Subscriptions
TXN255785,zee5 premium payment #6545,3007.62,Bills & Subscriptions
TXN620509,vodafone idea recharge payment #3125,3110.02,Utilities
TXN488477,irl events india payment #1138,711.34,Entertainment
TXN567830,nilgiris supermarket payment #8992,2224.01,Groceries
TXN834122,nobroker services payment #5739,3812.53,Others
TXN460572,hp petrol payment #5687,4350.63,Fuel
TXN780748,unknown payment #3458,1967.34,Others
TXN847841,freelancer payment payment #3540,4773.06,Others
TXN336290,zara india payment #8758,1280.74,Shopping
TXN341288,kfc payment #7229,2709.65,Food & Dining
TXN130369,local technician payment #7750,3467.39,Others
TXN213666,dmart ready payment #7950,1054.18,Groceries
TXN741003,westside payment #6134,3025.16,Shopping
TXN447302,apple music payment #7464,2163.17,Bills & Subscriptions
TXN999908,tanishq payment #2320,3303.31,Shopping
TXN590262,alt balaji payment #6511,2187.9,Entertainment
TXN517143,urbanclap payment #5790,735.61,Others
TXN882193,hotstar payment #8567,1967.66,Entertainment
TXN631741,alt balaji payment #3369,380.86,Entertainment
TXN970699,tnstc bus service payment #8891,935.78,Travel & Transport
268,house rent paid via bank transfer,15000.0,Financial Services
TXN768891,credit card pos payment #3344,1237.72,Financial Services
TXN122323,local technician payment #8434,4769.92,Others
TXN881770,bsnl bill payment #9529,3854.28,Utilities
TXN963355,zara india payment #7948,2706.47,Shopping
TXN810477,playstation store payment #8075,422.37,Entertainment
TXN261745,paradise biryani payment #3147,3026.51,Food & Dining
TXN477048,figma pro payment #2310,4759.96,Bills & Subscriptions
TXN218881,essar petrol payment #7248,4588.07,Fuel
TXN952092,canva pro payment #1051,4932.29,Bills & Subscriptions
TXN412501,spotify payment #1445,3595.17,Entertainment
TXN387286,indianoil payment #6904,3552.71,Fuel
TXN211954,jio fiber payment #5896,3509.82,Utilities
TXN267457,paradise biryani payment #7850,1316.52,Food & Dining
TXN626474,bigbasket payment #5947,4493.61,Groceries
TXN440536,tneb payment payment #6412,3965.02,Utilities
TXN197466,hpcl pump payment #5395,4404.53,Fuel
TXN694822,misc payment payment #1740,4112.74,Others
TXN985652,reliance fresh payment #2520,479.17,Groceries
TXN514507,gaana plus payment #2145,1573.13,Entertainment
TXN772625,irl events india payment #1607,3334.86,Entertainment
TXN182790,ioc fuel station payment #4860,2433.69,Fuel
TXN115743,abhibus payment #1528,2102.09,Travel & Transport
TXN896241,spencer’s retail payment #5137,4468.77,Groceries
TXN621800,municipal water tax payment #5146,159.82,Utilities
TXN816751,atm fee payment #5374,3538.92,Financial Services
TXN261223,nayara energy payment #2181,3759.77,Fuel
TXN350405,hdfc credit card payment #4090,4905.8,Financial Services
TXN913217,icici emi payment payment #7274,1244.46,Financial Services
TXN417960,cult fit payment #2410,803.83,Health & Fitness
TXN928611,easyday club payment #1735,2862.32,Groceries
TXN449970,inox movies payment #1627,2775.53,Entertainment
TXN970196,shell payment #1035,1772.65,Fuel
TXN548709,transfer payment #1208,3363.55,Others
TXN548462,googlepay upi payment #8239,2803.23,Financial Services
TXN292984,urban company payment #7628,2470.23,Others
TXN644098,playstation store payment #9342,1933.9,Entertainment
TXN792829,airtel digital tv payment #1644,4840.81,Utilities
TXN147976,adobe creative cloud payment #1272,3205.51,Bills & Subscriptions
TXN334410,coursera plus payment #8159,4061.39,Bills & Subscriptions
TXN908422,zee5 premium payment #3644,160.45,Bills & Subscriptions
TXN351696,google one payment #2302,475.8,Bills & Subscriptions
TXN260295,barbeque nation payment #4232,950.15,Food & Dining
TXN216946,figma pro payment #6956,1737.98,Bills & Subscriptions
TXN946632,bsnl bill payment #5648,2139.49,Utilities
TXN923073,bigbasket payment #1860,1372.47,Groceries
TXN270666,nature's basket payment #1459,1273.7,Groceries
TXN571093,society maintenance payment #9927,4506.18,Others
TXN818798,hathway broadband payment #2600,2673.79,Utilities
TXN441244,redbus payment #7216,2946.94,Travel & Transport
TXN895807,youtube premium payment #4811,203.95,Bills & Subscriptions
TXN532459,abhibus payment #4767,4020.79,Travel & Transport
215,hdfc atm cash withdrawal,3000.0,Financial Services
TXN931023,nobroker services payment #8455,2876.65,Others
TXN409727,lifestyle payment #2404,3883.62,Shopping
TXN554987,d mart payment #2354,2549.31,Shopping
TXN288158,paytm upi payment #5853,1214.67,Financial Services
TXN444295,shell payment #6206,2480.72,Fuel
TXN184002,googlepay upi payment #1931,4807.82,Financial Services
TXN834764,bpcl fuel outlet payment #5423,3151.71,Fuel
TXN748410,adani electricity payment #1312,2408.98,Utilities
TXN634150,salary credit payment #5573,1820.62,Financial Services
TXN836789,spencer’s retail payment #6830,4871.87,Groceries
TXN162833,prime membership payment #4990,3136.85,Bills & Subscriptions
TXN365045,inox movies payment #7719,2309.59,Entertainment
TXN996531,yatra travels payment #7522,3705.33,Travel & Transport
TXN677599,mcdonalds payment #5105,1061.88,Food & Dining
TXN721826,cult fit payment #5270,950.05,Health & Fitness
TXN529718,society maintenance payment #1747,1611.7,Others
TXN730841,prime membership payment #3069,2646.78,Bills & Subscriptions
TXN519904,credit card pos payment #5722,3346.66,Financial Services
TXN287497,bsnl bill payment #2313,2014.34,Utilities
TXN693423,atm withdrawal payment #2983,4001.51,Financial Services
TXN792094,incentive payment payment #4728,1192.33,Financial Services
TXN413791,ajio payment #2690,1635.42,Shopping
TXN133659,salary credit payment #1916,1222.34,Financial Services
TXN108256,pvr cinemas payment #7418,349.52,Entertainment
TXN819096,society maintenance payment #8935,652.53,Others
TXN395503,more supermarket payment #2666,4786.69,Groceries
TXN316881,hdfc loan emi payment #8633,2137.29,Financial Services
TXN503348,local technician payment #1308,4327.59,Others
TXN112394,ksrtc bus payment #6171,3477.13,Travel & Transport
TXN978292,swiggy payment #3868,2147.64,Food & Dining
TXN859687,yatra travels payment #2311,3084.24,Travel & Transport
TXN385166,lifestyle payment #6345,1658.48,Shopping
TXN216506,municipal water tax payment #1977,1474.96,Utilities
TXN820442,bpcl fuel outlet payment #7858,4831.58,Fuel
TXN413328,airindia payment #5150,2458.03,Travel & Transport
TXN555786,airtel recharge payment #6966,1496.82,Utilities
TXN255851,reliance petrol pump payment #5585,2285.46,Fuel
TXN192086,spotify premium payment #4378,3297.94,Bills & Subscriptions
TXN628709,airtel recharge payment #8711,3694.03,Utilities
TXN938202,act fibernet payment #4869,2476.1,Utilities
TXN109909,zara india payment #8798,374.96,Shopping
246,hdfc netbanking payment,1250.25,Financial Services
TXN873637,viva fitness gym payment #3205,245.65,Health & Fitness
TXN596171,airindia payment #2045,4690.29,Travel & Transport
TXN201377,barbeque nation payment #2946,730.45,Food & Dining
TXN614034,urbanclap payment #5786,3373.08,Others
TXN119570,bookmyshow payment #8796,2562.93,Entertainment
TXN960085,healthspring payment #7920,4396.13,Health & Fitness
278,sbi yono app transfer,7000.0,Financial Services
TXN255457,act fibernet payment #4401,339.7,Utilities
TXN207734,dunzo payment #7126,4694.75,Groceries
TXN892182,vodafone idea recharge payment #1890,3247.08,Utilities
TXN154673,society maintenance payment #1296,2807.23,Others
TXN494483,unknown payment #5029,770.69,Others
TXN371645,microsoft 365 payment #8812,3002.32,Bills & Subscriptions
TXN375831,freelancer payment payment #2816,2955.59,Others
TXN236878,airtel recharge payment #4976,3536.35,Utilities
TXN205939,urban company payment #4911,422.65,Others
105,hpcl petrol,38.0,Fuel
TXN249623,amazon prime video payment #5512,1088.34,Entertainment
TXN142383,indigo payment #8921,4701.96,Travel & Transport
TXN695990,meesho payment #7337,4317.99,Shopping
TXN505977,makemytrip payment #2015,3166.38,Travel & Transport
TXN169986,alt balaji payment #5782,3366.62,Entertainment
TXN893612,essar petrol payment #1230,4470.83,Fuel
TXN395198,bpcl fuel outlet payment #9849,1399.8,Fuel
TXN548158,figma pro payment #1324,3833.45,Bills & Subscriptions
TXN755725,hotstar payment #8184,3844.08,Entertainment
TXN629283,gaana plus payment #3175,3833.56,Entertainment
TXN444136,irl events india payment #1425,2324.98,Entertainment
TXN172990,pharmeasy payment #8011,1025.05,Health & Fitness
TXN502586,unknown payment #5572,4287.41,Others
TXN408347,housejoy payment #8711,4718.15,Others
TXN228864,microsoft 365 payment #3275,225.83,Bills & Subscriptions
TXN887803,hotstar payment #3743,2592.21,Entertainment
TXN331356,easyday club payment #4377,4102.55,Groceries
TXN360289,zara india payment #2392,635.91,Shopping
TXN680238,amazonpay upi payment #1745,4874.05,Financial Services
TXN301898,adani electricity payment #4438,1672.31,Utilities
TXN608223,essar petrol payment #8859,2768.14,Fuel
TXN367352,apple music payment #7914,464.36,Bills & Subscriptions
TXN974329,airtel recharge payment #3877,1050.68,Utilities
TXN323103,microsoft 365 payment #6181,158.71,Bills & Subscriptions
TXN861697,bharatpetrol payment #2852,749.31,Fuel
259,penalty charge - credit card,500.0,Financial Services
TXN562806,zara india payment #1681,3824.02,Shopping
TXN660737,nobroker services payment #5709,4306.72,Others
TXN461145,zara india payment #9120,329.73,Shopping
TXN804258,essar petrol payment #4842,113.42,Fuel
TXN338161,goibibo payment #6688,2460.09,Travel & Transport
TXN525942,swiggy payment #2229,3388.8,Food & Dining
TXN219125,reliance fresh payment #9182,4335.08,Groceries
TXN897477,canva pro payment #8829,2477.45,Bills & Subscriptions
TXN508489,airtel digital tv payment #3719,2897.81,Utilities
TXN223172,bhim upi payment #2858,2361.09,Financial Services
TXN774591,chayos payment #9543,1577.99,Food & Dining
TXN119535,makemytrip payment #2252,3664.38,Travel & Transport
TXN732512,v mart payment #3230,1572.13,Shopping
TXN644022,irl events india payment #2376,1545.74,Entertainment
TXN296772,dunzo payment #1597,1171.25,Groceries
TXN568238,atm fee payment #9022,4339.78,Financial Services
TXN112885,gaana plus payment #4153,629.23,Entertainment
TXN235300,haldirams payment #3981,3862.13,Food & Dining
TXN393724,reliance fresh payment #5843,891.22,Groceries
TXN346729,tata play dth payment #9436,668.72,Utilities
146,pizza hut order,15.0,Food & Dining
TXN318877,irctc payment #1214,4658.03,Travel & Transport
TXN430310,reliance trends payment #5778,1378.86,Shopping
TXN313795,burger king payment #3481,2123.5,Food & Dining
101,mcdonald's delivery,10.0,Food & Dining
TXN857371,dmart ready payment #7658,1387.73,Groceries
TXN365852,freelancer payment payment #5216,3350.7,Others
TXN472200,misc payment payment #1741,461.39,Others
TXN599352,heritage fresh payment #4483,3541.23,Groceries
TXN855777,westside payment #9474,3936.64,Shopping
TXN566532,prime membership payment #5807,3329.87,Bills & Subscriptions
TXN314124,inox movies payment #7404,4902.84,Entertainment
TXN317541,zee5 premium payment #3033,3792.19,Bills & Subscriptions
TXN833613,urbanclap payment #3797,2606.42,Others
TXN364516,notion subscription payment #2650,2211.45,Bills & Subscriptions
TXN786315,disney plus hotstar payment #7845,2672.31,Bills & Subscriptions
TXN517584,croma payment #8848,1639.5,Shopping
TXN575786,hdfc loan emi payment #6419,1823.87,Financial Services
TXN145785,spotify payment #2565,2028.4,Entertainment
TXN707993,donation payment payment #9481,4496.78,Others
TXN974224,bajaj finance emi payment #5930,2089.77,Financial Services
TXN438144,donation payment payment #8140,3426.72,Others
TXN781448,misc payment payment #1896,1423.86,Others
TXN134455,dr lal pathlabs payment #8250,2352.32,Health & Fitness
TXN789237,lifestyle payment #4022,1013.3,Shopping
TXN589368,essar petrol payment #8520,1334.79,Fuel
TXN763529,adani electricity payment #6886,2483.87,Utilities
TXN949153,haldirams payment #1672,2303.7,Food & Dining
TXN684413,indigo payment #3589,1655.73,Travel & Transport
TXN735388,makemytrip payment #1804,1895.13,Travel & Transport
TXN659380,reliance fresh payment #7599,281.34,Groceries
TXN836879,hp petrol payment #4368,2735.0,Fuel
TXN741780,municipal water tax payment #3949,3614.27,Utilities
TXN370143,microsoft 365 payment #5593,1179.84,Bills & Subscriptions
TXN248407,canva pro payment #1853,3208.4,Bills & Subscriptions
TXN102565,fortis hospital payment #4678,231.52,Health & Fitness
TXN516278,starbucks payment #1595,4986.14,Food & Dining
TXN352528,bajaj finance emi payment #7267,3136.58,Financial Services
TXN940257,more supermarket payment #7444,4159.89,Groceries
TXN281720,urban company payment #5948,3025.49,Others
TXN729138,nature's basket payment #8928,4975.09,Groceries
TXN463546,meesho payment #1185,902.78,Shopping
TXN223794,alt balaji payment #2727,918.53,Entertainment
TXN297045,more supermarket payment #8670,4110.71,Groceries
TXN517375,ola payment #4110,1526.78,Travel & Transport
TXN186518,bescom electricity payment #1447,1505.4,Utilities
TXN950389,dr lal pathlabs payment #2478,3806.8,Health & Fitness
TXN616910,urban company payment #2638,4799.55,Others
TXN787757,shoppers stop payment #1971,4963.18,Shopping
TXN304061,amazon prime video payment #6181,125.28,Entertainment
TXN760374,coursera plus payment #6269,999.37,Bills & Subscriptions
TXN344903,prime membership payment #6333,3421.85,Bills & Subscriptions
TXN703027,xbox live payment #8778,878.03,Entertainment
284,upi transfer to car mechanic,1400.0,Financial Services
TXN548906,tata play dth payment #5573,171.07,Utilities
TXN686741,viva fitness gym payment #7076,747.97,Health & Fitness
TXN237057,flipkart payment #8126,3345.98,Shopping
TXN614688,pharmeasy payment #3525,690.95,Health & Fitness
TXN839730,dmart ready payment #7047,1690.35,Groceries
210,salary credit from employer,45000.0,Financial Services
TXN347993,coursera plus payment #1223,3860.19,Bills & Subscriptions
299,upi transfer to cook,1800.0,Financial Services
TXN704570,orix cabs payment #2728,3854.79,Travel & Transport
TXN602811,1mg payment #3150,4624.71,Health & Fitness
TXN532424,myntra payment #1794,3845.26,Shopping
TXN206225,parking charges payment #7628,2020.35,Others
TXN838094,tneb payment payment #7068,3171.37,Utilities
TXN236078,irctc payment #1717,4192.45,Travel & Transport
TXN292800,essar petrol payment #9608,1177.81,Fuel
TXN694691,dunzo payment #7275,2203.63,Groceries
TXN565798,max healthcare payment #2435,1156.91,Health & Fitness
TXN972503,hotstar payment #2270,2739.38,Entertainment
TXN281162,shoppers stop payment #6986,2777.15,Shopping
TXN881565,spotify premium payment #8856,1441.25,Bills & Subscriptions
TXN491738,bpcl fuel outlet payment #6978,4806.74,Fuel
TXN651640,swiggy payment #3076,3734.42,Food & Dining
TXN969226,behrouz biryani payment #3093,3383.57,Food & Dining
42,essar fuel,58.0,Fuel
TXN211957,makemytrip payment #3489,3917.63,Travel & Transport
TXN855274,hp petrol payment #9762,128.9,Fuel
TXN304899,alt balaji payment #1894,2168.1,Entertainment
290,upi transfer to newspaper guy,250.0,Financial Services
TXN125071,meesho payment #1104,4668.75,Shopping
TXN518309,makemytrip payment #5067,1507.72,Travel & Transport
TXN476948,abhibus payment #8145,1455.73,Travel & Transport
TXN287155,vistara airlines payment #2245,2817.3,Travel & Transport
TXN456778,salary credit payment #3615,3520.88,Financial Services
TXN737894,bharatpetrol payment #1138,1196.47,Fuel
TXN885650,spotify payment #4394,1484.04,Entertainment
TXN689318,kritunga payment #9824,1428.55,Food & Dining
TXN543489,google one payment #9495,4558.75,Bills & Subscriptions
TXN698708,dr lal pathlabs payment #3302,1256.6,Health & Fitness
TXN934832,xbox live payment #1406,2902.77,Entertainment
TXN941339,shell payment #1930,4046.61,Fuel
TXN946305,sms charge payment #5956,3097.22,Financial Services
TXN173384,youtube premium payment #2058,4362.35,Bills & Subscriptions
TXN429657,kfc payment #9674,1898.05,Food & Dining
TXN670143,abhibus payment #2373,1488.01,Travel & Transport
TXN342720,bajaj finance emi payment #8699,1527.17,Financial Services
TXN685466,nayara energy payment #3435,4211.26,Fuel
TXN968415,spencer’s retail payment #7723,1823.47,Groceries
TXN637549,gaana plus payment #1194,2412.82,Entertainment
TXN250647,pizza hut payment #4342,1766.94,Food & Dining
TXN696831,dunzo payment #5014,477.62,Groceries
TXN586041,1mg payment #1662,2615.37,Health & Fitness
TXN778665,cult fit payment #9115,2683.67,Health & Fitness
TXN644675,youtube premium payment #5068,1572.94,Bills & Subscriptions
TXN306283,urban company payment #3337,4979.98,Others
TXN575557,donation payment payment #7060,3402.14,Others
TXN665892,ola payment #5269,2763.0,Travel & Transport
TXN660625,google one payment #3903,1541.31,Bills & Subscriptions
TXN182020,healthspring payment #4066,1134.24,Health & Fitness
TXN467820,housejoy payment #8415,2504.24,Others
TXN536019,disney plus hotstar payment #7131,2508.12,Bills & Subscriptions
TXN156986,local technician payment #9487,2355.08,Others
TXN655550,lifestyle payment #6038,609.35,Shopping
TXN440140,starbucks payment #7062,1627.02,Food & Dining
TXN544151,icici credit card payment #1832,552.26,Financial Services
TXN376331,canva pro payment #5606,3856.97,Bills & Subscriptions
TXN610343,adani electricity payment #1257,805.58,Utilities
TXN445549,v mart payment #7224,4039.97,Shopping
TXN740037,dmart ready payment #7350,1271.64,Groceries
TXN880399,fortis hospital payment #7637,4357.02,Health & Fitness
TXN449138,h&m india payment #4555,2449.03,Shopping
TXN813745,playstation store payment #9731,3110.84,Entertainment
TXN423401,thai pavilion payment #8972,2681.98,Food & Dining
TXN906234,urban company payment #9224,3360.1,Others
TXN800646,bhim upi payment #8613,2892.26,Financial Services
TXN392099,haldirams payment #7022,662.94,Food & Dining
TXN500773,blablacar payment #3248,530.2,Travel & Transport
TXN544136,makemytrip payment #5281,4289.39,Travel & Transport
TXN197102,vodafone idea recharge payment #1612,3911.17,Utilities
TXN659713,orix cabs payment #9576,3234.95,Travel & Transport
TXN730134,spencer’s retail payment #9947,3894.48,Groceries
TXN821255,pharmeasy payment #7834,978.92,Health & Fitness
TXN398873,reliance fresh payment #9892,2235.79,Groceries
TXN143860,hdfc atm payment #3426,2205.95,Financial Services
TXN217984,hpcl pump payment #9561,3930.26,Fuel
TXN856086,wow momo payment #7929,4353.65,Food & Dining
TXN602550,airtel recharge payment #7974,2702.5,Utilities
TXN534603,shell payment #6536,628.05,Fuel
TXN995278,healthspring payment #7513,824.94,Health & Fitness
TXN685283,freelancer payment payment #6202,1032.95,Others
TXN903986,fortis hospital payment #6196,4409.39,Health & Fitness
58,namdev fresh groceries,380.5,Groceries
TXN426711,tnstc bus service payment #4558,1775.37,Travel & Transport
TXN795759,uber payment #7170,2956.72,Travel & Transport
TXN621711,zee5 subscription payment #7700,1900.81,Entertainment
TXN612530,hp petrol payment #1500,1285.5,Fuel
TXN570267,jiomart grocery payment #6690,4485.07,Groceries
TXN647312,gold’s gym india payment #9196,4671.38,Health & Fitness
TXN867180,fortis hospital payment #6549,3476.82,Health & Fitness
TXN579094,ola payment #9530,635.65,Travel & Transport
TXN705711,tnstc bus service payment #5157,4943.69,Travel & Transport
TXN929637,pvr cinemas payment #5816,2481.04,Entertainment
TXN549112,hpcl pump payment #6971,4057.73,Fuel
TXN284171,faasos payment #6352,3762.66,Food & Dining
TXN913875,chayos payment #9647,2173.95,Food & Dining
TXN583232,nilgiris supermarket payment #2805,1278.76,Groceries
TXN783414,bhim upi payment #2124,3928.04,Financial Services
TXN847245,lifestyle payment #9300,1503.79,Shopping
TXN219565,starbucks payment #2251,2601.37,Food & Dining
73,myglamm beauty,350.0,Shopping
TXN823222,vistara airlines payment #1355,3880.46,Travel & Transport
TXN941272,ola payment #9680,2201.89,Travel & Transport
TXN302647,tnstc bus service payment #8763,773.81,Travel & Transport
TXN146853,tata cliq payment #6225,429.15,Shopping
TXN386544,cafe coffee day payment #5381,241.87,Food & Dining
TXN221414,hp petrol payment #1323,336.35,Fuel
TXN591658,columbia asia payment #8506,520.12,Health & Fitness
TXN881369,hdfc credit card payment #1803,4562.02,Financial Services
TXN849649,more supermarket payment #7301,509.73,Groceries
TXN707497,dmart ready payment #1379,3228.09,Groceries
TXN928909,bigbasket payment #1254,228.61,Groceries
TXN811016,bescom electricity payment #9570,2346.01,Utilities
TXN618172,talwalkars gym payment #5361,1511.01,Health & Fitness
TXN685098,reliance trends payment #9366,3759.58,Shopping
TXN540460,parking charges payment #7292,3803.49,Others
